ID,Contract Valid Until,Loaned From,Release Clause,Work Rate
184881,2022,,€23.8M,High/ Low
184826,2021,,€22.8M,Medium/ High
184134,2020,,€18.1M,Medium/ High
183909,2021,,€20.4M,High/ High
183892,2019,,€17.9M,Medium/ Medium
183580,2021,,€22.5M,High/ High
183497,2021,,€11.9M,Medium/ Medium
183285,2021,,€22.7M,Medium/ High
182002,2022,,€25M,High/ Medium
181820,2021,,€24.7M,Medium/ Medium
178311,2021,,€24.7M,High/ Medium
178224,2020,,€22.8M,Medium/ Low
177723,2021,,€15.2M,Medium/ Medium
177644,2020,,€15.4M,Medium/ Medium
177633,2020,,€24.2M,High/ Medium
177358,2021,,€19M,Low/ High
176944,2020,,€21.3M,Medium/ Medium
176731,2021,,€14.7M,Medium/ High
176550,"Jun 30, 2019",Arsenal,,Medium/ Medium
173426,2021,,€15.2M,Medium/ Medium
172723,2020,,€14.3M,Medium/ Medium
170797,2020,,€17M,Medium/ Medium
169705,2021,,€19M,High/ Medium
169115,2023,,€11.9M,Medium/ High
164859,2021,,€23.8M,Medium/ Medium
164029,2019,,€13.7M,High/ High
163264,2020,,€13.3M,Medium/ Medium
161648,2019,,€20.9M,Medium/ Low
160741,2021,,€14.5M,Medium/ Medium
159065,2018,,€17.2M,High/ Low
158232,2020,,€17M,Medium/ Low
158133,2020,,€15.8M,Medium/ Low
157301,2019,,€20.9M,Medium/ Low
152908,2019,,€13M,High/ Medium
150724,2020,,€14.3M,Medium/ Medium
142707,2019,,€9M,High/ High
137351,2019,,€6.5M,Medium/ High
124375,2020,,€20M,High/ Low
121933,2019,,€11.7M,Medium/ Medium
108080,2019,,€6.8M,High/ High
53050,2020,,€12.4M,Medium/ Medium
80,2019,,€7.6M,Medium/ Medium
242348,2022,,€30.5M,Medium/ Medium
240130,2023,,€30.8M,Medium/ High
235805,2022,,€30.4M,High/ High
235374,2021,,€24.4M,High/ High
235212,"Jun 30, 2020",Real Madrid,,High/ Medium
232862,2020,,€32.2M,High/ High
232432,"Jun 30, 2019",SL Benfica,,Medium/ Medium
232244,2023,,€22.8M,Medium/ High
231691,2023,,€26.6M,Medium/ Medium
231281,2021,,€29.4M,High/ Medium
230988,2022,,€30.8M,High/ Medium
230431,2021,,€17.1M,High/ High
230360,2021,,€13.5M,Medium/ Medium
230269,2021,,€9.5M,High/ Medium
230184,2021,,€14.3M,High/ Medium
230020,2021,,€24.7M,High/ High
229984,2024,,€26.3M,High/ High
229406,2023,,€27M,High/ Medium
228881,2022,,€27.6M,Medium/ Medium
228618,2023,,€27.3M,High/ Medium
228251,2022,,€26.6M,Medium/ Medium
227476,2021,,€24.9M,High/ High
226766,2023,,€33.6M,High/ Medium
226379,2018,,€9M,Medium/ Medium
226377,2020,,€19.9M,High/ Low
226168,2020,,€26.6M,High/ High
226078,2021,,€27M,High/ Medium
225309,2020,,€27.6M,Medium/ Medium
225161,2021,,€30.4M,Low/ High
225100,2024,,€30.5M,Medium/ Medium
224458,2021,,€32.6M,High/ High
224309,2020,,€29.4M,Medium/ Medium
224116,2021,,€21M,High/ Medium
224031,2022,,€22.2M,High/ Medium
223952,2022,,€19.6M,Medium/ Medium
223874,2022,,€27.7M,Medium/ High
223689,2022,,€23.1M,High/ High
223627,2021,,€17.9M,High/ Low
222994,2022,,€18.9M,Medium/ High
222709,2020,,€17M,Medium/ High
221342,2023,,€24.7M,Medium/ Medium
220523,2023,,€26.3M,Medium/ High
220407,2022,,€16.8M,Medium/ Medium
219693,2022,,€20.7M,Medium/ High
217940,2021,,€21.8M,Medium/ High
216816,2022,,€28.5M,High/ High
216700,2021,,€18.4M,High/ Low
216655,2020,,€17.8M,Medium/ High
216435,2023,,€32.2M,Medium/ High
216393,2022,,€33.6M,Medium/ Medium
216373,2021,,€15M,Medium/ Medium
216266,2021,,€22.7M,Medium/ High
216189,2022,,€22.8M,High/ High
216065,"Jun 30, 2019",Atalanta,,Medium/ Medium
215792,2020,,€21.7M,Medium/ Medium
215466,2021,,€19.5M,Medium/ High
215333,"Jun 30, 2020",Sampdoria,,Medium/ Medium
215330,2023,,€24.9M,High/ Medium
215259,2021,,€23.1M,Medium/ Low
214766,2021,,€11.2M,Medium/ High
214394,2021,,€20M,Medium/ High
214026,2022,,€22.8M,High/ Medium
213732,2021,,€20.7M,Medium/ Medium
213655,2023,,€29.4M,Medium/ Medium
213400,2022,,€22.2M,High/ High
213296,2021,,€24M,Medium/ Medium
212977,2022,,€22.8M,High/ Medium
212811,2022,,€26.7M,Medium/ Medium
212501,"Jun 30, 2019",RSC Anderlecht,,High/ High
212213,2022,,€25.9M,Medium/ High
212196,2021,,€32.2M,High/ Medium
212187,2022,,€19.5M,High/ Medium
212153,2023,,€20.4M,Medium/ High
211706,2020,,€29.4M,Medium/ High
210935,2022,,€24.9M,High/ Low
210665,2022,,€17.8M,High/ Medium
210513,"Dec 31, 2018",FC Porto,,Medium/ Low
209307,2022,,€15.1M,Medium/ Medium
208777,2021,,€28M,Medium/ Medium
208620,2022,,€18.6M,Low/ Medium
208520,2021,,€15.2M,High/ High
208450,2019,,€28.7M,Medium/ Medium
208330,2022,,€32.2M,Medium/ Low
208268,"Jun 30, 2019",Atalanta,,Medium/ Medium
208104,2023,,€19.7M,Medium/ Medium
207948,2022,,€27.7M,High/ Medium
207791,2021,,€23.1M,High/ High
207421,2021,,€23.8M,High/ Medium
206511,2022,,€24M,High/ Medium
206058,2022,,€18.1M,Medium/ Medium
205976,2021,,€27.2M,High/ Low
205943,2022,,€14.5M,Medium/ Medium
205850,2022,,€17.9M,High/ Low
205659,2022,,€20M,Medium/ Medium
205633,2021,,€17M,High/ High
205431,2022,,€23.4M,High/ Medium
205083,2021,,€20M,High/ Medium
204838,"Jun 30, 2019",SL Benfica,,High/ High
204819,2020,,€20.9M,High/ High
204385,2021,,€16M,High/ Low
204259,2023,,€22.3M,High/ Medium
204240,2022,,€17.6M,Medium/ Medium
203895,2021,,€18.9M,High/ Medium
203886,2023,,€18.1M,High/ High
203487,2024,,€23.7M,Medium/ High
203485,2022,,€23.7M,Medium/ Medium
203299,"Jun 30, 2019",SL Benfica,,High/ Medium
202935,2021,,€20.7M,Medium/ High
202851,"Jun 30, 2019",Roma,,High/ Medium
202642,2021,,€23.9M,Medium/ Medium
201262,2021,,€17.9M,High/ High
201046,"Jun 30, 2019",Fiorentina,,High/ Medium
200677,2021,,€20.8M,Medium/ High
200607,2020,,€19.8M,Medium/ Medium
200529,2021,,€20M,Medium/ Medium
199986,2021,,€14.7M,Medium/ High
199915,2023,,€21.7M,High/ High
199827,2022,,€12.6M,High/ Low
199602,2022,,€28.3M,High/ High
199577,2022,,€25M,High/ Medium
199576,2021,,€20.7M,Medium/ High
199354,2021,,€20M,High/ High
198648,2020,,€20.9M,Medium/ Medium
198513,2020,,€20.7M,Medium/ Medium
197948,2022,,€19.8M,Medium/ High
197242,2021,,€20.7M,Medium/ High
197225,2021,,€15M,Medium/ Medium
196934,2022,,€25.7M,Medium/ High
143001,2019,,€7M,Medium/ Low
184477,2020,,€17.6M,Low/ High
182945,2021,,€20M,High/ High
158626,2021,,€10.5M,High/ Medium
172962,2021,,€20.4M,Medium/ Medium
173474,2021,,€14.3M,High/ High
178085,2020,,€20M,Medium/ Medium
189606,2020,,€12.8M,Medium/ High
171688,2019,,€21M,High/ Medium
158121,2021,,€12.4M,Medium/ Medium
153260,2019,,,Medium/ Medium
193198,"Jun 30, 2019",Guangzhou Evergrande Taobao FC,,Medium/ Medium
184252,2022,,€14M,High/ Medium
186302,2019,,€17M,Medium/ Low
159171,2020,,€13.6M,Medium/ Low
193476,2022,,€20M,Medium/ Low
187598,2021,,€17.8M,High/ Medium
174543,2020,,€4.5M,Medium/ Medium
180432,2019,,€12.9M,Medium/ Medium
186581,2019,,€10M,Medium/ High
187607,,,,High/ Medium
182744,2020,,€5.6M,High/ Medium
161754,2020,,€14.7M,Medium/ High
163806,2019,,€13.7M,Medium/ Medium
182495,2019,,€11.9M,Medium/ High
189156,2020,,€16.8M,Medium/ Medium
169706,2021,,€19M,Medium/ High
173546,2021,,€17.8M,Medium/ Medium
180714,2019,,€12.6M,Medium/ Medium
170733,2021,,€16.2M,High/ Low
189165,2021,,€24.7M,Low/ Medium
156142,2019,,€18.9M,Medium/ High
178415,2022,,€14.3M,High/ High
178416,2022,,€19M,High/ Medium
164082,2019,,€7.6M,High/ Medium
193011,2021,,€16.2M,Medium/ High
150516,2019,,€8.1M,Medium/ Low
173306,"Jun 30, 2019",Inter,,High/ Medium
172287,2020,,€12.6M,Medium/ High
184575,2019,,€15M,High/ Medium
205569,2022,,€23.7M,Medium/ Medium
177666,2021,,€13.6M,High/ Medium
185090,"Dec 31, 2018",Jiangsu Suning FC,,High/ Low
229636,2020,,€17.7M,Medium/ Low
167431,2021,,€12.8M,Medium/ Medium
236295,"Jun 30, 2019",RCD Espanyol,,High/ Medium
177159,2020,,€14.5M,Medium/ Medium
215051,"Jun 30, 2019",SL Benfica,,Medium/ High
183820,2020,,€17M,High/ Medium
189196,2020,,€14.5M,High/ Medium
208141,2023,,€23.9M,High/ Medium
146701,2019,,€7.6M,Medium/ High
181262,2019,,€9.8M,Low/ High
203535,2020,,€17M,High/ High
199952,2022,,€16.2M,Medium/ Medium
203280,2021,,€17.1M,Medium/ Medium
156432,2020,,€7M,Medium/ Low
135697,2019,,€8.6M,Medium/ Medium
183569,2020,,€16.7M,Medium/ Medium
146963,2020,,€2.9M,High/ Medium
212755,2020,,€14.8M,Medium/ High
219411,2021,,€20.7M,High/ High
220948,2023,,€21.8M,High/ High
187924,2021,,€19.8M,Medium/ Medium
207894,2020,,€11.9M,Medium/ Medium
175895,2020,,€12.8M,High/ Medium
176919,2020,,€8M,Medium/ Medium
214040,2019,,€11.8M,High/ Low
220697,2023,,€27.3M,High/ Medium
162329,2020,,€6.1M,Medium/ Medium
184089,2020,,€12.8M,High/ Low
198683,2021,,€20.7M,High/ Low
135451,2019,,€1.1M,Medium/ Medium
186395,2021,,€17.1M,High/ Medium
188955,"Jun 30, 2019",Club Tijuana,,Medium/ Low
146460,2020,,€5.7M,Medium/ High
230685,2021,,€21.7M,High/ High
219681,2021,,€19.8M,High/ Medium
231969,2022,,€18.1M,Medium/ Medium
186146,2019,,€18.1M,High/ High
221219,2023,,€23.1M,Low/ Medium
200228,2020,,€17.4M,Medium/ Medium
210212,2021,,€18.1M,Medium/ Medium
202789,2020,,€13.1M,Medium/ Medium
224294,2022,,€26.3M,Medium/ Medium
215079,2020,,€9.1M,Medium/ High
230183,2021,,€12.4M,High/ High
110376,2018,,€15.4M,Medium/ Low
211241,2021,,€18.5M,Medium/ Medium
185132,2020,,€17.9M,Medium/ Medium
190765,2022,,€19.8M,High/ High
163631,2019,,€6.5M,High/ Medium
183855,2022,,€12.4M,Medium/ Medium
200752,2020,,€12.8M,Low/ High
196144,"Jun 30, 2019",Guangzhou Evergrande Taobao FC,,High/ Medium
221491,2021,,€20.9M,Medium/ Medium
196147,2019,,€15.1M,Medium/ Medium
157492,2019,,€6.3M,Medium/ Medium
182836,2019,,€17.1M,Medium/ High
204341,,,,Medium/ Medium
142902,2020,,€7.6M,Medium/ Medium
196150,2022,,€7.7M,Medium/ Low
227127,2019,,€20.7M,Medium/ Medium
199737,2020,,€19M,High/ Medium
223033,2023,,€17.9M,Medium/ Medium
213051,2022,,€17.8M,Medium/ High
214332,2020,,€14.7M,Medium/ High
209981,2019,,€16.3M,Medium/ Medium
189757,2021,,€18.9M,High/ Low
215871,2023,,€22.7M,High/ High
219455,2019,,€26.1M,High/ Medium
230463,2021,,€16.2M,High/ Low
183871,2020,,€14.5M,High/ Medium
205632,2020,,€23.7M,High/ High
169792,2021,,€17.1M,High/ Medium
162369,2019,,€9.4M,Medium/ Low
189250,"Jun 30, 2019",West Bromwich Albion,,High/ Medium
189506,2021,,€13.7M,Low/ High
203843,2022,,€13.7M,High/ Medium
148803,2019,,€6.6M,Medium/ Medium
216643,2022,,€22.1M,High/ Medium
193862,2021,,€14M,Medium/ Medium
204105,2019,,€17.6M,High/ Medium
186953,2020,,€11M,Medium/ Medium
192073,2019,,€15.3M,Medium/ Medium
192841,2021,,€9.4M,High/ Medium
220746,2021,,€27.5M,Medium/ Medium
226378,2020,,€12.6M,High/ Low
178250,2019,,€10.5M,Medium/ Medium
206411,2019,,€18.9M,High/ High
202316,2020,,€11.9M,High/ High
140620,2020,,€8.5M,Medium/ Medium
214092,2021,,€26.1M,Medium/ Medium
179789,2020,,€12.4M,Medium/ Medium
115533,2020,,€6.8M,Medium/ Medium
191053,2020,,€13.6M,Medium/ High
182862,2019,,€5M,High/ Medium
190799,2021,,€13M,High/ Medium
152912,2018,,€4.5M,Medium/ Low
155984,2020,,€10.5M,Medium/ Medium
137809,2020,,€8.9M,High/ Low
214097,2021,,€22.7M,High/ High
193361,"Jun 30, 2019",Villarreal CF,,Medium/ Medium
223058,,,,Medium/ High
152916,2020,,€7.6M,High/ Medium
194644,2022,,€15.8M,High/ Medium
185174,2021,,€15.3M,Medium/ Medium
195671,2020,,€17.1M,High/ Medium
201049,"Jun 30, 2019",Napoli,,Low/ High
153177,2021,,€11.2M,Medium/ Low
233049,2022,,€27.6M,Medium/ Medium
167514,2023,,€5.8M,High/ High
207707,2021,,€12.4M,Medium/ Medium
220253,2019,,€28.1M,High/ Medium
183389,,,,High/ Low
188253,2020,,€14.3M,Medium/ High
192350,2021,,€14.4M,High/ Medium
193887,2020,,€17.9M,High/ Medium
140384,2021,,€10M,Medium/ Low
176994,2022,,€11M,Medium/ Medium
182882,2020,,€9.5M,Medium/ Medium
183394,2021,,€16.7M,Medium/ Medium
229476,2021,,€22M,Medium/ Medium
225126,2020,,€20.8M,Medium/ High
215399,2020,,€24.2M,Medium/ Medium
154472,2019,,€6.7M,Medium/ Medium
181098,2020,,€4.6M,Medium/ Medium
193130,"Jun 30, 2020",Borussia Dortmund,,High/ High
185195,2020,,€19.4M,Medium/ Medium
188268,2022,,€12.8M,High/ Medium
188524,2021,,€13.8M,Medium/ Medium
223597,2022,,€19.7M,High/ High
227950,2022,,€24.2M,Medium/ High
50542,2020,,€7.7M,Medium/ Low
172143,2019,,€9.1M,Medium/ Medium
235889,2022,,€27.6M,Medium/ Medium
208498,2021,,€17.3M,Medium/ Low
183666,2019,,€10.5M,Medium/ Medium
205427,2022,,€18.6M,Medium/ Low
216437,2021,,€17.8M,Medium/ Medium
200054,2022,,€17.8M,Medium/ Medium
206198,2022,,€16.9M,Medium/ Medium
226166,2023,,€22.8M,High/ High
157304,2019,,€10.3M,High/ Medium
168312,2019,,€10.2M,High/ Medium
212602,2022,,€24.2M,Medium/ Medium
192123,2021,,€20.7M,High/ Medium
230524,2021,,€18.1M,Medium/ Medium
213629,2019,,€17.8M,Medium/ High
187517,2019,,€15.4M,Medium/ Medium
212096,2022,,€19.5M,Medium/ Medium
143745,"May 31, 2020",FC Barcelona,,High/ High
170370,2019,,€13.5M,High/ High
183426,2019,,€9.8M,Medium/ Medium
188802,2021,,€11.1M,High/ High
202884,2022,,€19M,High/ High
189060,2021,,€12.8M,Medium/ Medium
193158,2021,,€20.7M,Medium/ High
199559,"Jun 30, 2019",Napoli,,Medium/ Medium
201095,2020,,€9.4M,Medium/ Medium
212616,2023,,€24M,Medium/ Medium
158856,2019,,€11.1M,High/ High
172937,2020,,€8.9M,Low/ Medium
188041,2020,,€13.6M,Medium/ Medium
189324,2019,,€13.8M,Medium/ Medium
191628,2021,,€15.2M,Medium/ Medium
229261,2022,,€24.7M,Medium/ Medium
229773,2022,,€24.2M,High/ High
212878,2023,,€24.9M,High/ High
213135,2019,,€23.7M,High/ Medium
205201,2023,,€24.2M,Medium/ High
206225,"Jun 30, 2019",Villarreal CF,,High/ Low
212626,2022,,€23.8M,Medium/ Medium
216466,2021,,€16.9M,High/ Medium
178322,2021,,€13.7M,High/ High
215699,2021,,€17.8M,High/ Medium
237715,2023,,€30.4M,High/ Medium
139668,2020,,€3.6M,Medium/ Medium
212886,2021,,€26.3M,High/ Medium
165526,2020,,€10.8M,Low/ High
175254,2020,,€15.3M,Medium/ Medium
199575,2020,,€13.2M,Medium/ Medium
186521,2021,,€14.7M,Medium/ High
211354,2022,,€20.4M,High/ Medium
53914,2019,,€4M,Medium/ High
190875,2020,,€15M,Medium/ High
201884,2020,,€20.7M,High/ Medium
210333,2020,,€17.9M,High/ Medium
176285,2023,,€13.3M,Low/ High
201118,2020,,€16.8M,High/ Medium
152993,2020,,€4M,Low/ High
213666,2021,,€26.7M,Medium/ Low
182179,2020,,€10.2M,Medium/ High
134820,2019,,€6.5M,Medium/ High
215716,2023,,€23.7M,Medium/ Medium
152996,2019,,€10.2M,High/ High
152997,2020,,€7M,High/ Low
224933,2020,,€21.6M,High/ Medium
152999,2019,,€5.4M,High/ High
224425,2023,,€21.3M,High/ Medium
200875,2021,,€11.2M,High/ Medium
199852,2021,,€15.5M,High/ Medium
194222,2020,,€17.4M,Medium/ High
207537,2019,,€20.4M,High/ Medium
225713,2022,,€25.7M,Medium/ Medium
230578,2023,,€25.3M,Medium/ Medium
187570,2019,,€4.4M,Medium/ Medium
193714,2020,,€14M,Medium/ High
221363,2022,,€20M,Medium/ Medium
224179,2022,,€26.1M,High/ Medium
232883,2021,,€23.9M,Medium/ Medium
206516,2022,,€26.3M,Medium/ Medium
211381,"Jun 30, 2019",Southampton,,Medium/ Low
226229,2023,,€22.6M,Medium/ High
184501,2022,,€14.2M,High/ Medium
220854,2023,,€20.8M,High/ Medium
229558,2021,,€24.7M,Medium/ Medium
188086,2020,,€13M,High/ Medium
215223,2020,,€15.8M,Medium/ Medium
237239,2022,,€27.6M,Medium/ Medium
198584,"Jun 30, 2019",RSC Anderlecht,,Medium/ Medium
204472,2022,,€17.8M,High/ Medium
213432,2022,,€21.8M,Medium/ Low
166072,"Jun 30, 2019",Udinese,,Low/ Medium
176571,"May 31, 2019",Swansea City,,High/ Medium
183483,2021,,€16.2M,Medium/ Low
156092,,,,Medium/ Medium
198077,2019,,€16.2M,Medium/ Medium
202429,2021,,€16M,High/ Medium
203965,2022,,€16.5M,High/ Medium
232381,2023,,€23M,High/ High
192445,2022,,€18.6M,High/ Medium
208574,"Jun 30, 2020",Hamburger SV,,High/ Medium
207807,2020,,€22.7M,High/ Medium
190143,2020,,€14.7M,High/ Medium
222400,2023,,€26.7M,High/ Medium
210625,2020,,€17M,High/ Medium
201922,2021,,€16.9M,High/ Medium
221634,2018,,€17.3M,High/ Low
225474,2023,,€19.6M,Medium/ Medium
183491,2020,,€16.8M,Medium/ High
186307,2019,,€15.3M,High/ Medium
192708,2020,,€15.3M,High/ Medium
115909,2020,,€5.1M,Medium/ Low
212678,2022,,€17.8M,High/ Medium
189127,2020,,€16.8M,Low/ High
140233,2019,,€7.5M,Medium/ Medium
172233,2023,,€12.8M,High/ High
199626,2021,,€18.9M,High/ High
238794,2025,,€46.8M,High/ Medium
138699,2019,,€11.1M,High/ Medium
192715,2022,,€18.5M,Low/ High
203980,2020,,€25M,High/ Low
137677,2019,,€6.7M,Medium/ Medium
189390,2020,,€11.1M,High/ Medium
227535,2022,,€28.7M,Medium/ Medium
232656,"Jun 30, 2019",Real Madrid,,Medium/ Medium
199633,2021,,€12.4M,High/ High
231633,2023,,€25.2M,Medium/ Medium
190674,2022,,€17.1M,Medium/ High
201939,2022,,€19.6M,Medium/ High
216531,2023,,€22.8M,High/ Medium
230613,2021,,€26.6M,Medium/ High
183512,2022,,€14.7M,High/ Medium
212442,2020,,€19.3M,Medium/ Medium
224218,2020,,€23.7M,Medium/ Medium
216796,2022,,€18.4M,High/ Medium
223197,"Jun 30, 2019",Villarreal CF,,Medium/ Medium
186589,2022,,€11.9M,Low/ High
194781,2020,,€14.5M,Medium/ Medium
222943,"Jun 30, 2019",Málaga CF,,High/ Medium
170719,2019,,€11.9M,Medium/ Low
198368,2021,,€16.8M,Medium/ High
199393,2020,,€12.4M,Medium/ High
189410,2021,,€16.2M,High/ High
143587,2018,,€6.7M,High/ Medium
245221,2019,,€18.6M,Medium/ Medium
173030,2020,,€18.7M,Medium/ Medium
224232,2022,,€29.5M,Medium/ Medium
220651,2023,,€16.8M,High/ Medium
230379,2021,,€12.4M,Medium/ Medium
192492,2020,,€14.7M,High/ Medium
228336,2021,,€20.4M,Medium/ Medium
198129,2019,,€11.9M,Medium/ High
234226,2023,,€23.1M,Medium/ High
172018,2019,,€7M,Medium/ Medium
199667,2022,,€18.5M,Medium/ Medium
212212,2021,,€17.8M,Medium/ Medium
167669,2019,,€8.3M,Medium/ Medium
236791,2022,,€25M,High/ Medium
225018,2023,,€22.7M,High/ High
173818,2019,,€17M,Medium/ Medium
208379,2020,,€11.1M,Medium/ Medium
222715,2021,,€19.8M,Medium/ High
188155,2020,,€13.3M,High/ Medium
198140,2020,,€18.6M,High/ Medium
234236,2022,,€26.6M,High/ Medium
202493,2022,,€14.7M,High/ Medium
220925,2021,,€21.3M,High/ High
202750,2021,,€17.8M,Medium/ Medium
205566,2019,,€17.8M,High/ Low
188414,2020,,€11.9M,Medium/ Low
206591,2023,,€17.8M,High/ Medium
219391,2020,,€21.8M,Medium/ High
225024,2022,,€18.9M,Medium/ Medium
190209,2021,,€9.4M,Medium/ Medium
172290,2019,,€13.7M,Medium/ Medium
197891,2021,,€20.7M,Medium/ Medium
186115,2021,,€11.4M,High/ Medium
201988,2020,,€11.4M,Medium/ High
220932,2021,,€10.2M,Medium/ Medium
225028,2019,,€21.8M,High/ Medium
200197,2019,,€12M,Medium/ Medium
202501,2023,,€18.5M,High/ Medium
221445,2020,,€20.5M,Medium/ Medium
221701,"Jun 30, 2019",AS Monaco,,High/ Low
212230,"Jun 30, 2019",Sporting CP,,High/ Medium
188166,2020,,€15.2M,Medium/ Medium
146952,2019,,€6.5M,Medium/ Medium
172553,2021,,€9.5M,Medium/ Medium
171018,2019,,€14M,Medium/ High
189963,2019,,€14.3M,Medium/ Low
188428,2021,,€15.8M,Medium/ Low
192012,2019,,€16.8M,Medium/ Medium
205069,2021,,€14.4M,High/ Medium
161805,2019,,€5.6M,Medium/ High
183568,2020,,€9.4M,Medium/ Medium
143121,2020,,€9M,Medium/ Medium
210450,2022,,€15.8M,Low/ High
202515,2021,,€18.3M,Medium/ Medium
195859,"Jun 30, 2019",Liverpool,,High/ High
200212,2020,,€8.9M,Medium/ Medium
213013,2020,,€23.4M,High/ Medium
203030,2020,,€14.2M,Medium/ Medium
211990,2023,,€17.6M,Medium/ Medium
220182,2022,,€20M,Medium/ High
200215,2020,,€13.3M,High/ High
238359,2023,,€27.5M,High/ Medium
230936,2021,,€18.1M,Medium/ High
239641,2023,,€23.1M,High/ Medium
186905,2021,,€15.2M,High/ High
184858,2020,,€16.1M,Medium/ Low
205340,2021,,€12M,Medium/ High
224540,2021,,€24.2M,High/ High
229148,2023,,€15.1M,High/ Medium
216349,2021,,€20.9M,High/ Low
185373,2019,,€15.8M,High/ Low
189725,2022,,€14.3M,High/ Medium
205855,2021,,€22.8M,High/ Medium
214047,2023,,€15.1M,High/ High
193311,2022,,€10.2M,Medium/ Medium
226592,"Jun 30, 2019",Udinese,,High/ High
241184,2023,,€18.5M,Medium/ Medium
198946,2021,,€10.2M,Medium/ Medium
232226,2023,,€10.4M,Medium/ Medium
176930,2021,,€7.5M,Medium/ High
179746,2021,,€15.2M,High/ Medium
196899,2020,,€12.4M,High/ Low
229668,2020,,€23M,Medium/ Medium
183332,2020,,€11.9M,High/ Medium
198949,2022,,€13.3M,High/ Medium
235813,2023,,€17.9M,High/ Medium
215590,2021,,€20.7M,High/ High
243238,2020,,€14.7M,High/ Medium
191783,2023,,€16.9M,High/ Medium
202024,2019,,€16M,Medium/ Medium
187688,"Jun 30, 2019",Sevilla FC,,Medium/ Low
199977,2020,,€12M,Medium/ Medium
223273,"Jun 30, 2019",Chelsea,,High/ High
226601,2021,,€13.3M,Medium/ High
189225,2019,,€9.4M,High/ Medium
155946,2020,,€14.3M,High/ Medium
228650,"Jun 30, 2019",Sporting CP,,High/ Low
224811,2020,,€18.5M,Medium/ Medium
189484,2022,,€11.1M,Medium/ Medium
