ID,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB
180403,74+3,74+3,74+3,82+3,81+3,81+3,81+3,82+3,82+3,82+3,82+3,82+3,79+3,79+3,79+3,82+3,71+3,67+3,67+3,67+3,71+3,66+3,54+3,54+3,54+3,66+3
178750,,,,,,,,,,,,,,,,,,,,,,,,,,
178562,71+3,71+3,71+3,78+3,77+3,77+3,77+3,78+3,81+3,81+3,81+3,79+3,82+3,82+3,82+3,79+3,75+3,78+3,78+3,78+3,75+3,72+3,69+3,69+3,69+3,72+3
177413,77+3,77+3,77+3,77+3,78+3,78+3,78+3,77+3,79+3,79+3,79+3,78+3,81+3,81+3,81+3,78+3,80+3,82+3,82+3,82+3,80+3,80+3,81+3,81+3,81+3,80+3
177388,77+3,77+3,77+3,82+3,81+3,81+3,81+3,82+3,82+3,82+3,82+3,82+3,78+3,78+3,78+3,82+3,63+3,61+3,61+3,61+3,63+3,59+3,50+3,50+3,50+3,59+3
176769,82+3,82+3,82+3,80+3,82+3,82+3,82+3,80+3,81+3,81+3,81+3,78+3,76+3,76+3,76+3,78+3,58+3,58+3,58+3,58+3,58+3,54+3,51+3,51+3,51+3,54+3
172879,62+3,62+3,62+3,56+3,58+3,58+3,58+3,56+3,56+3,56+3,56+3,57+3,59+3,59+3,59+3,57+3,70+3,71+3,71+3,71+3,70+3,73+3,81+3,81+3,81+3,73+3
167628,,,,,,,,,,,,,,,,,,,,,,,,,,
167397,81+3,81+3,81+3,76+3,79+3,79+3,79+3,76+3,77+3,77+3,77+3,74+3,72+3,72+3,72+3,74+3,57+3,59+3,59+3,59+3,57+3,55+3,57+3,57+3,57+3,55+3
163587,,,,,,,,,,,,,,,,,,,,,,,,,,
157481,55+3,55+3,55+3,54+3,56+3,56+3,56+3,54+3,59+3,59+3,59+3,57+3,66+3,66+3,66+3,57+3,70+3,78+3,78+3,78+3,70+3,72+3,82+3,82+3,82+3,72+3
143076,75+3,75+3,75+3,84+3,82+3,82+3,82+3,84+3,84+3,84+3,84+3,83+3,77+3,77+3,77+3,83+3,66+3,61+3,61+3,61+3,66+3,60+3,48+3,48+3,48+3,60+3
137186,52+3,52+3,52+3,54+3,55+3,55+3,55+3,54+3,57+3,57+3,57+3,57+3,63+3,63+3,63+3,57+3,71+3,75+3,75+3,75+3,71+3,74+3,82+3,82+3,82+3,74+3
20775,73+3,73+3,73+3,82+3,80+3,80+3,80+3,82+3,81+3,81+3,81+3,82+3,74+3,74+3,74+3,82+3,58+3,54+3,54+3,54+3,58+3,51+3,41+3,41+3,41+3,51+3
9014,80+3,80+3,80+3,84+3,84+3,84+3,84+3,84+3,83+3,83+3,83+3,82+3,76+3,76+3,76+3,82+3,60+3,57+3,57+3,57+3,60+3,55+3,46+3,46+3,46+3,55+3
231443,76+3,76+3,76+3,83+3,82+3,82+3,82+3,83+3,82+3,82+3,82+3,82+3,74+3,74+3,74+3,82+3,63+3,58+3,58+3,58+3,63+3,59+3,46+3,46+3,46+3,59+3
230666,81+2,81+2,81+2,82+2,83+2,83+2,83+2,82+2,81+2,81+2,81+2,81+2,73+2,73+2,73+2,81+2,61+2,59+2,59+2,59+2,61+2,57+2,52+2,52+2,52+2,57+2
230481,78+2,78+2,78+2,82+2,82+2,82+2,82+2,82+2,82+2,82+2,82+2,83+2,78+2,78+2,78+2,83+2,65+2,61+2,61+2,61+2,65+2,60+2,50+2,50+2,50+2,60+2
230375,59+2,59+2,59+2,59+2,59+2,59+2,59+2,59+2,59+2,59+2,59+2,61+2,64+2,64+2,64+2,61+2,74+2,76+2,76+2,76+2,74+2,77+2,81+2,81+2,81+2,77+2
230294,81+2,81+2,81+2,74+2,77+2,77+2,77+2,74+2,73+2,73+2,73+2,71+2,64+2,64+2,64+2,71+2,53+2,51+2,51+2,51+2,53+2,51+2,51+2,51+2,51+2,51+2
225850,59+2,59+2,59+2,62+2,60+2,60+2,60+2,62+2,64+2,64+2,64+2,66+2,69+2,69+2,69+2,66+2,77+2,79+2,79+2,79+2,77+2,78+2,81+2,81+2,81+2,78+2
220971,73+2,73+2,73+2,79+2,79+2,79+2,79+2,79+2,82+2,82+2,82+2,79+2,81+2,81+2,81+2,79+2,73+2,76+2,76+2,76+2,73+2,70+2,66+2,66+2,66+2,70+2
219683,78+2,78+2,78+2,77+2,78+2,78+2,78+2,77+2,79+2,79+2,79+2,78+2,81+2,81+2,81+2,78+2,76+2,80+2,80+2,80+2,76+2,76+2,77+2,77+2,77+2,76+2
213565,76+3,76+3,76+3,82+3,81+3,81+3,81+3,82+3,82+3,82+3,82+3,82+3,79+3,79+3,79+3,82+3,74+3,71+3,71+3,71+3,74+3,72+3,64+3,64+3,64+3,72+3
213345,76+2,76+2,76+2,82+2,80+2,80+2,80+2,82+2,80+2,80+2,80+2,81+2,71+2,71+2,71+2,81+2,58+2,51+2,51+2,51+2,58+2,53+2,40+2,40+2,40+2,53+2
213331,52+2,52+2,52+2,52+2,53+2,53+2,53+2,52+2,57+2,57+2,57+2,57+2,64+2,64+2,64+2,57+2,70+2,76+2,76+2,76+2,70+2,73+2,81+2,81+2,81+2,73+2
212523,80+2,80+2,80+2,81+2,81+2,81+2,81+2,81+2,81+2,81+2,81+2,80+2,79+2,79+2,79+2,80+2,69+2,69+2,69+2,69+2,69+2,67+2,64+2,64+2,64+2,67+2
212188,81+3,81+3,81+3,81+3,81+3,81+3,81+3,81+3,78+3,78+3,78+3,80+3,69+3,69+3,69+3,80+3,61+3,55+3,55+3,55+3,61+3,57+3,49+3,49+3,49+3,57+3
210008,77+2,77+2,77+2,77+2,78+2,78+2,78+2,77+2,79+2,79+2,79+2,78+2,81+2,81+2,81+2,78+2,78+2,80+2,80+2,80+2,78+2,77+2,77+2,77+2,77+2,77+2
209658,77+3,77+3,77+3,79+3,79+3,79+3,79+3,79+3,80+3,80+3,80+3,80+3,81+3,81+3,81+3,80+3,80+3,80+3,80+3,80+3,80+3,79+3,77+3,77+3,77+3,79+3
208808,79+2,79+2,79+2,83+2,82+2,82+2,82+2,83+2,81+2,81+2,81+2,82+2,75+2,75+2,75+2,82+2,63+2,58+2,58+2,58+2,63+2,59+2,49+2,49+2,49+2,59+2
208670,73+3,73+3,73+3,80+3,79+3,79+3,79+3,80+3,81+3,81+3,81+3,81+3,82+3,82+3,82+3,81+3,71+3,72+3,72+3,72+3,71+3,67+3,60+3,60+3,60+3,67+3
208618,75+2,75+2,75+2,81+2,80+2,80+2,80+2,81+2,81+2,81+2,81+2,82+2,78+2,78+2,78+2,82+2,69+2,65+2,65+2,65+2,69+2,65+2,55+2,55+2,55+2,65+2
208418,78+3,78+3,78+3,82+3,81+3,81+3,81+3,82+3,80+3,80+3,80+3,81+3,73+3,73+3,73+3,81+3,62+3,58+3,58+3,58+3,62+3,58+3,50+3,50+3,50+3,58+3
208093,80+2,80+2,80+2,76+2,78+2,78+2,78+2,76+2,75+2,75+2,75+2,74+2,69+2,69+2,69+2,74+2,61+2,59+2,59+2,59+2,61+2,60+2,56+2,56+2,56+2,60+2
207863,56+3,56+3,56+3,55+3,55+3,55+3,55+3,55+3,57+3,57+3,57+3,58+3,64+3,64+3,64+3,58+3,71+3,76+3,76+3,76+3,71+3,73+3,81+3,81+3,81+3,73+3
207410,71+3,71+3,71+3,79+3,78+3,78+3,78+3,79+3,81+3,81+3,81+3,80+3,82+3,82+3,82+3,80+3,76+3,78+3,78+3,78+3,76+3,74+3,69+3,69+3,69+3,74+3
206585,,,,,,,,,,,,,,,,,,,,,,,,,,
206545,75+2,75+2,75+2,77+2,78+2,78+2,78+2,77+2,80+2,80+2,80+2,78+2,81+2,81+2,81+2,78+2,73+2,76+2,76+2,76+2,73+2,72+2,71+2,71+2,71+2,72+2
206113,78+2,78+2,78+2,82+2,81+2,81+2,81+2,82+2,80+2,80+2,80+2,80+2,74+2,74+2,74+2,80+2,65+2,62+2,62+2,62+2,65+2,62+2,54+2,54+2,54+2,62+2
204935,,,,,,,,,,,,,,,,,,,,,,,,,,
204639,53+2,53+2,53+2,51+2,52+2,52+2,52+2,51+2,54+2,54+2,54+2,54+2,61+2,61+2,61+2,54+2,68+2,75+2,75+2,75+2,68+2,72+2,81+2,81+2,81+2,72+2
203574,59+2,59+2,59+2,64+2,63+2,63+2,63+2,64+2,66+2,66+2,66+2,68+2,72+2,72+2,72+2,68+2,77+2,80+2,80+2,80+2,77+2,78+2,81+2,81+2,81+2,78+2
202651,74+3,74+3,74+3,82+3,81+3,81+3,81+3,82+3,83+3,83+3,83+3,82+3,76+3,76+3,76+3,82+3,60+3,56+3,56+3,56+3,60+3,55+3,42+3,42+3,42+3,55+3
202166,79+3,79+3,79+3,83+3,82+3,82+3,82+3,83+3,83+3,83+3,83+3,82+3,80+3,80+3,80+3,82+3,70+3,69+3,69+3,69+3,70+3,67+3,61+3,61+3,61+3,67+3
201995,74+3,74+3,74+3,82+3,80+3,80+3,80+3,82+3,81+3,81+3,81+3,81+3,77+3,77+3,77+3,81+3,72+3,69+3,69+3,69+3,72+3,69+3,59+3,59+3,59+3,69+3
200949,76+3,76+3,76+3,81+3,80+3,80+3,80+3,81+3,80+3,80+3,80+3,80+3,74+3,74+3,74+3,80+3,66+3,62+3,62+3,62+3,66+3,63+3,54+3,54+3,54+3,63+3
200888,72+3,72+3,72+3,69+3,72+3,72+3,72+3,69+3,73+3,73+3,73+3,71+3,77+3,77+3,77+3,71+3,75+3,81+3,81+3,81+3,75+3,75+3,81+3,81+3,81+3,75+3
200724,58+2,58+2,58+2,61+2,59+2,59+2,59+2,61+2,60+2,60+2,60+2,64+2,66+2,66+2,66+2,64+2,77+2,77+2,77+2,77+2,77+2,79+2,80+2,80+2,80+2,79+2
200316,,,,,,,,,,,,,,,,,,,,,,,,,,
199914,74+2,74+2,74+2,78+2,78+2,78+2,78+2,78+2,79+2,79+2,79+2,79+2,81+2,81+2,81+2,79+2,82+2,83+2,83+2,83+2,82+2,82+2,80+2,80+2,80+2,82+2
199845,58+2,58+2,58+2,55+2,59+2,59+2,59+2,55+2,61+2,61+2,61+2,59+2,69+2,69+2,69+2,59+2,71+2,79+2,79+2,79+2,71+2,74+2,81+2,81+2,81+2,74+2
199564,71+3,71+3,71+3,77+3,76+3,76+3,76+3,77+3,78+3,78+3,78+3,79+3,80+3,80+3,80+3,79+3,82+3,80+3,80+3,80+3,82+3,81+3,76+3,76+3,76+3,81+3
198329,80+2,80+2,80+2,80+2,81+2,81+2,81+2,80+2,79+2,79+2,79+2,79+2,71+2,71+2,71+2,79+2,63+2,59+2,59+2,59+2,63+2,61+2,55+2,55+2,55+2,61+2
197965,74+3,74+3,74+3,80+3,79+3,79+3,79+3,80+3,81+3,81+3,81+3,81+3,81+3,81+3,81+3,81+3,74+3,74+3,74+3,74+3,74+3,71+3,64+3,64+3,64+3,71+3
195365,69+2,69+2,69+2,79+2,77+2,77+2,77+2,79+2,80+2,80+2,80+2,79+2,80+2,80+2,80+2,79+2,75+2,74+2,74+2,74+2,75+2,72+2,63+2,63+2,63+2,72+2
194404,,,,,,,,,,,,,,,,,,,,,,,,,,
193698,,,,,,,,,,,,,,,,,,,,,,,,,,
193474,69+2,69+2,69+2,71+2,71+2,71+2,71+2,71+2,72+2,72+2,72+2,72+2,76+2,76+2,76+2,72+2,79+2,81+2,81+2,81+2,79+2,80+2,81+2,81+2,81+2,80+2
192883,76+3,76+3,76+3,81+3,80+3,80+3,80+3,81+3,81+3,81+3,81+3,80+3,78+3,78+3,78+3,80+3,70+3,68+3,68+3,68+3,70+3,67+3,59+3,59+3,59+3,67+3
192638,78+2,78+2,78+2,77+2,78+2,78+2,78+2,77+2,77+2,77+2,77+2,79+2,79+2,79+2,79+2,79+2,81+2,80+2,80+2,80+2,81+2,81+2,79+2,79+2,79+2,81+2
192593,,,,,,,,,,,,,,,,,,,,,,,,,,
190547,51+3,51+3,51+3,44+3,47+3,47+3,47+3,44+3,46+3,46+3,46+3,48+3,54+3,54+3,54+3,48+3,66+3,72+3,72+3,72+3,66+3,69+3,81+3,81+3,81+3,69+3
189712,75+3,75+3,75+3,75+3,77+3,77+3,77+3,75+3,78+3,78+3,78+3,77+3,81+3,81+3,81+3,77+3,78+3,82+3,82+3,82+3,78+3,77+3,78+3,78+3,78+3,77+3
189068,80+3,80+3,80+3,68+3,75+3,75+3,75+3,68+3,70+3,70+3,70+3,67+3,67+3,67+3,67+3,67+3,54+3,57+3,57+3,57+3,54+3,53+3,57+3,57+3,57+3,53+3
188152,74+3,74+3,74+3,79+3,79+3,79+3,79+3,79+3,81+3,81+3,81+3,79+3,78+3,78+3,78+3,79+3,68+3,66+3,66+3,66+3,68+3,65+3,55+3,55+3,55+3,65+3
186627,80+3,80+3,80+3,78+3,79+3,79+3,79+3,78+3,78+3,78+3,78+3,76+3,70+3,70+3,70+3,76+3,54+3,53+3,53+3,53+3,54+3,50+3,45+3,45+3,45+3,50+3
185221,66+3,66+3,66+3,66+3,67+3,67+3,67+3,66+3,69+3,69+3,69+3,68+3,74+3,74+3,74+3,68+3,77+3,80+3,80+3,80+3,77+3,78+3,81+3,81+3,81+3,78+3
184942,77+2,77+2,77+2,81+2,80+2,80+2,80+2,81+2,81+2,81+2,81+2,81+2,77+2,77+2,77+2,81+2,66+2,65+2,65+2,65+2,66+2,62+2,56+2,56+2,56+2,62+2
179944,68+3,68+3,68+3,67+3,67+3,67+3,67+3,67+3,69+3,69+3,69+3,68+3,73+3,73+3,73+3,68+3,74+3,78+3,78+3,78+3,74+3,75+3,80+3,80+3,80+3,75+3
179783,,,,,,,,,,,,,,,,,,,,,,,,,,
178088,74+3,74+3,74+3,80+3,80+3,80+3,80+3,80+3,82+3,82+3,82+3,80+3,77+3,77+3,77+3,80+3,61+3,60+3,60+3,60+3,61+3,56+3,46+3,46+3,46+3,56+3
178086,,,,,,,,,,,,,,,,,,,,,,,,,,
178005,,,,,,,,,,,,,,,,,,,,,,,,,,
177683,,,,,,,,,,,,,,,,,,,,,,,,,,
177610,64+3,64+3,64+3,62+3,64+3,64+3,64+3,62+3,66+3,66+3,66+3,64+3,73+3,73+3,73+3,64+3,75+3,81+3,81+3,81+3,75+3,76+3,84+3,84+3,84+3,76+3
177457,70+3,70+3,70+3,71+3,72+3,72+3,72+3,71+3,73+3,73+3,73+3,72+3,77+3,77+3,77+3,72+3,79+3,81+3,81+3,81+3,79+3,79+3,82+3,82+3,82+3,79+3
176266,71+3,71+3,71+3,72+3,73+3,73+3,73+3,72+3,75+3,75+3,75+3,74+3,78+3,78+3,78+3,74+3,77+3,81+3,81+3,81+3,77+3,77+3,79+3,79+3,79+3,77+3
163705,,,,,,,,,,,,,,,,,,,,,,,,,,
162895,74+3,74+3,74+3,76+3,77+3,77+3,77+3,76+3,80+3,80+3,80+3,77+3,79+3,79+3,79+3,77+3,68+3,70+3,70+3,70+3,68+3,66+3,62+3,62+3,62+3,66+3
162240,76+3,76+3,76+3,78+3,79+3,79+3,79+3,78+3,80+3,80+3,80+3,78+3,81+3,81+3,81+3,78+3,77+3,81+3,81+3,81+3,77+3,76+3,79+3,79+3,79+3,76+3
156616,74+3,74+3,74+3,80+3,79+3,79+3,79+3,80+3,81+3,81+3,81+3,80+3,74+3,74+3,74+3,80+3,59+3,57+3,57+3,57+3,59+3,54+3,43+3,43+3,43+3,54+3
104389,,,,,,,,,,,,,,,,,,,,,,,,,,
53302,68+3,68+3,68+3,66+3,68+3,68+3,68+3,66+3,70+3,70+3,70+3,68+3,75+3,75+3,75+3,68+3,76+3,81+3,81+3,81+3,76+3,77+3,82+3,82+3,82+3,77+3
24630,,,,,,,,,,,,,,,,,,,,,,,,,,
236583,,,,,,,,,,,,,,,,,,,,,,,,,,
235243,66+2,66+2,66+2,63+2,65+2,65+2,65+2,63+2,65+2,65+2,65+2,65+2,70+2,70+2,70+2,65+2,73+2,77+2,77+2,77+2,73+2,75+2,80+2,80+2,80+2,75+2
231866,73+2,73+2,73+2,74+2,75+2,75+2,75+2,74+2,77+2,77+2,77+2,75+2,80+2,80+2,80+2,75+2,76+2,78+2,78+2,78+2,76+2,75+2,75+2,75+2,75+2,75+2
230658,73+2,73+2,73+2,77+2,78+2,78+2,78+2,77+2,79+2,79+2,79+2,78+2,80+2,80+2,80+2,78+2,75+2,76+2,76+2,76+2,75+2,73+2,71+2,71+2,71+2,73+2
230621,,,,,,,,,,,,,,,,,,,,,,,,,,
230258,67+2,67+2,67+2,71+2,71+2,71+2,71+2,71+2,73+2,73+2,73+2,74+2,77+2,77+2,77+2,74+2,79+2,80+2,80+2,80+2,79+2,80+2,78+2,78+2,78+2,80+2
230225,66+2,66+2,66+2,60+2,63+2,63+2,63+2,60+2,61+2,61+2,61+2,61+2,64+2,64+2,64+2,61+2,71+2,73+2,73+2,73+2,71+2,74+2,80+2,80+2,80+2,74+2
230168,,,,,,,,,,,,,,,,,,,,,,,,,,
227055,74+3,74+3,74+3,81+3,79+3,79+3,79+3,81+3,79+3,79+3,79+3,81+3,73+3,73+3,73+3,81+3,68+3,62+3,62+3,62+3,68+3,65+3,53+3,53+3,53+3,65+3
224411,76+2,76+2,76+2,80+2,80+2,80+2,80+2,80+2,79+2,79+2,79+2,80+2,73+2,73+2,73+2,80+2,63+2,59+2,59+2,59+2,63+2,59+2,50+2,50+2,50+2,59+2
223959,68+2,68+2,68+2,74+2,73+2,73+2,73+2,74+2,75+2,75+2,75+2,75+2,78+2,78+2,78+2,75+2,80+2,81+2,81+2,81+2,80+2,79+2,77+2,77+2,77+2,79+2
222737,77+2,77+2,77+2,82+2,81+2,81+2,81+2,82+2,82+2,82+2,82+2,81+2,75+2,75+2,75+2,81+2,58+2,55+2,55+2,55+2,58+2,53+2,43+2,43+2,43+2,53+2
221087,,,,,,,,,,,,,,,,,,,,,,,,,,
220814,65+2,65+2,65+2,68+2,67+2,67+2,67+2,68+2,68+2,68+2,68+2,71+2,70+2,70+2,70+2,71+2,80+2,78+2,78+2,78+2,80+2,81+2,81+2,81+2,81+2,81+2
220440,57+2,57+2,57+2,58+2,60+2,60+2,60+2,58+2,62+2,62+2,62+2,62+2,68+2,68+2,68+2,62+2,72+2,77+2,77+2,77+2,72+2,75+2,80+2,80+2,80+2,75+2
216354,80+2,80+2,80+2,81+2,81+2,81+2,81+2,81+2,79+2,79+2,79+2,78+2,70+2,70+2,70+2,78+2,58+2,53+2,53+2,53+2,58+2,53+2,47+2,47+2,47+2,53+2
216267,68+2,68+2,68+2,74+2,72+2,72+2,72+2,74+2,73+2,73+2,73+2,76+2,74+2,74+2,74+2,76+2,81+2,77+2,77+2,77+2,81+2,80+2,75+2,75+2,75+2,80+2
216194,62+2,62+2,62+2,64+2,66+2,66+2,66+2,64+2,70+2,70+2,70+2,67+2,77+2,77+2,77+2,67+2,72+2,80+2,80+2,80+2,72+2,71+2,74+2,74+2,74+2,71+2
212404,75+2,75+2,75+2,81+2,80+2,80+2,80+2,81+2,81+2,81+2,81+2,81+2,78+2,78+2,78+2,81+2,71+2,68+2,68+2,68+2,71+2,68+2,59+2,59+2,59+2,68+2
212194,75+2,75+2,75+2,81+2,80+2,80+2,80+2,81+2,81+2,81+2,81+2,80+2,74+2,74+2,74+2,80+2,59+2,56+2,56+2,56+2,59+2,54+2,43+2,43+2,43+2,54+2
211320,55+2,55+2,55+2,54+2,55+2,55+2,55+2,54+2,56+2,56+2,56+2,56+2,61+2,61+2,61+2,56+2,70+2,74+2,74+2,74+2,70+2,73+2,80+2,80+2,80+2,73+2
210617,74+2,74+2,74+2,81+2,80+2,80+2,80+2,81+2,81+2,81+2,81+2,80+2,75+2,75+2,75+2,80+2,63+2,61+2,61+2,61+2,63+2,59+2,50+2,50+2,50+2,59+2
210514,74+2,74+2,74+2,79+2,78+2,78+2,78+2,79+2,78+2,78+2,78+2,81+2,78+2,78+2,78+2,81+2,82+2,78+2,78+2,78+2,82+2,81+2,75+2,75+2,75+2,81+2
210413,56+2,56+2,56+2,55+2,56+2,56+2,56+2,55+2,57+2,57+2,57+2,58+2,63+2,63+2,63+2,58+2,71+2,76+2,76+2,76+2,71+2,74+2,81+2,81+2,81+2,74+2
209989,71+2,71+2,71+2,72+2,73+2,73+2,73+2,72+2,75+2,75+2,75+2,74+2,78+2,78+2,78+2,74+2,77+2,80+2,80+2,80+2,77+2,77+2,79+2,79+2,79+2,77+2
209297,74+2,74+2,74+2,77+2,77+2,77+2,77+2,77+2,79+2,79+2,79+2,78+2,80+2,80+2,80+2,78+2,78+2,79+2,79+2,79+2,78+2,77+2,73+2,73+2,73+2,77+2
208830,80+3,80+3,80+3,77+3,79+3,79+3,79+3,77+3,75+3,75+3,75+3,76+3,69+3,69+3,69+3,76+3,67+3,63+3,63+3,63+3,67+3,66+3,62+3,62+3,62+3,66+3
208596,80+3,80+3,80+3,73+3,77+3,77+3,77+3,73+3,72+3,72+3,72+3,71+3,64+3,64+3,64+3,71+3,56+3,55+3,55+3,55+3,56+3,54+3,55+3,55+3,55+3,54+3
208448,72+2,72+2,72+2,79+2,78+2,78+2,78+2,79+2,80+2,80+2,80+2,79+2,75+2,75+2,75+2,79+2,61+2,59+2,59+2,59+2,61+2,55+2,46+2,46+2,46+2,55+2
207494,78+2,78+2,78+2,81+2,81+2,81+2,81+2,81+2,81+2,81+2,81+2,80+2,76+2,76+2,76+2,80+2,70+2,67+2,67+2,67+2,70+2,67+2,60+2,60+2,60+2,67+2
207471,76+2,76+2,76+2,78+2,79+2,79+2,79+2,78+2,80+2,80+2,80+2,77+2,77+2,77+2,77+2,77+2,62+2,66+2,66+2,66+2,62+2,59+2,58+2,58+2,58+2,59+2
205678,76+2,76+2,76+2,81+2,79+2,79+2,79+2,81+2,79+2,79+2,79+2,80+2,74+2,74+2,74+2,80+2,68+2,62+2,62+2,62+2,68+2,64+2,53+2,53+2,53+2,64+2
205452,58+2,58+2,58+2,59+2,58+2,58+2,58+2,59+2,60+2,60+2,60+2,62+2,65+2,65+2,65+2,62+2,74+2,76+2,76+2,76+2,74+2,76+2,81+2,81+2,81+2,76+2
203551,77+3,77+3,77+3,78+3,78+3,78+3,78+3,78+3,78+3,78+3,78+3,79+3,78+3,78+3,78+3,79+3,79+3,77+3,77+3,77+3,79+3,79+3,76+3,76+3,76+3,79+3
203263,64+2,64+2,64+2,60+2,64+2,64+2,64+2,60+2,65+2,65+2,65+2,63+2,70+2,70+2,70+2,63+2,70+2,77+2,77+2,77+2,70+2,71+2,81+2,81+2,81+2,71+2
202371,78+2,78+2,78+2,78+2,78+2,78+2,78+2,78+2,77+2,77+2,77+2,79+2,78+2,78+2,78+2,79+2,81+2,79+2,79+2,79+2,81+2,80+2,78+2,78+2,78+2,80+2
201956,63+2,63+2,63+2,61+2,62+2,62+2,62+2,61+2,63+2,63+2,63+2,63+2,68+2,68+2,68+2,63+2,72+2,77+2,77+2,77+2,72+2,74+2,81+2,81+2,81+2,74+2
201455,77+2,77+2,77+2,76+2,78+2,78+2,78+2,76+2,78+2,78+2,78+2,77+2,80+2,80+2,80+2,77+2,79+2,82+2,82+2,82+2,79+2,79+2,82+2,82+2,82+2,79+2
201400,75+2,75+2,75+2,79+2,79+2,79+2,79+2,79+2,81+2,81+2,81+2,78+2,79+2,79+2,79+2,78+2,73+2,73+2,73+2,73+2,73+2,71+2,68+2,68+2,68+2,71+2
201305,62+2,62+2,62+2,63+2,62+2,62+2,62+2,63+2,64+2,64+2,64+2,66+2,68+2,68+2,68+2,66+2,75+2,77+2,77+2,77+2,75+2,77+2,81+2,81+2,81+2,77+2
201153,81+3,81+3,81+3,79+3,80+3,80+3,80+3,79+3,78+3,78+3,78+3,77+3,68+3,68+3,68+3,77+3,56+3,52+3,52+3,52+3,56+3,52+3,48+3,48+3,48+3,52+3
199987,,,,,,,,,,,,,,,,,,,,,,,,,,
199451,80+2,80+2,80+2,82+2,82+2,82+2,82+2,82+2,81+2,81+2,81+2,80+2,73+2,73+2,73+2,80+2,61+2,58+2,58+2,58+2,61+2,58+2,51+2,51+2,51+2,58+2
198951,81+2,81+2,81+2,80+2,81+2,81+2,81+2,80+2,79+2,79+2,79+2,79+2,72+2,72+2,72+2,79+2,60+2,58+2,58+2,58+2,60+2,57+2,51+2,51+2,51+2,57+2
198950,76+2,76+2,76+2,81+2,80+2,80+2,80+2,81+2,81+2,81+2,81+2,81+2,77+2,77+2,77+2,81+2,68+2,65+2,65+2,65+2,68+2,65+2,56+2,56+2,56+2,65+2
198717,76+2,76+2,76+2,82+2,80+2,80+2,80+2,82+2,80+2,80+2,80+2,81+2,71+2,71+2,71+2,81+2,60+2,55+2,55+2,55+2,60+2,55+2,45+2,45+2,45+2,55+2
198706,77+2,77+2,77+2,82+2,82+2,82+2,82+2,82+2,84+2,84+2,84+2,82+2,79+2,79+2,79+2,82+2,60+2,59+2,59+2,59+2,60+2,54+2,44+2,44+2,44+2,54+2
198164,73+2,73+2,73+2,80+2,79+2,79+2,79+2,80+2,81+2,81+2,81+2,80+2,80+2,80+2,80+2,80+2,73+2,73+2,73+2,73+2,73+2,70+2,64+2,64+2,64+2,70+2
198141,68+3,68+3,68+3,69+3,71+3,71+3,71+3,69+3,72+3,72+3,72+3,71+3,75+3,75+3,75+3,71+3,75+3,79+3,79+3,79+3,75+3,76+3,80+3,80+3,80+3,76+3
197655,58+3,58+3,58+3,53+3,57+3,57+3,57+3,53+3,57+3,57+3,57+3,57+3,65+3,65+3,65+3,57+3,68+3,76+3,76+3,76+3,68+3,70+3,81+3,81+3,81+3,70+3
195093,81+2,81+2,81+2,74+2,78+2,78+2,78+2,74+2,75+2,75+2,75+2,73+2,69+2,69+2,69+2,73+2,56+2,57+2,57+2,57+2,56+2,54+2,55+2,55+2,55+2,54+2
193525,72+2,72+2,72+2,74+2,74+2,74+2,74+2,74+2,74+2,74+2,74+2,76+2,76+2,76+2,76+2,76+2,80+2,79+2,79+2,79+2,80+2,80+2,79+2,79+2,79+2,80+2
193469,57+2,57+2,57+2,56+2,57+2,57+2,57+2,56+2,59+2,59+2,59+2,59+2,66+2,66+2,66+2,59+2,72+2,77+2,77+2,77+2,72+2,74+2,81+2,81+2,81+2,74+2
193283,76+2,76+2,76+2,74+2,76+2,76+2,76+2,74+2,76+2,76+2,76+2,76+2,78+2,78+2,78+2,76+2,79+2,80+2,80+2,80+2,79+2,80+2,81+2,81+2,81+2,80+2
192984,,,,,,,,,,,,,,,,,,,,,,,,,,
192318,75+3,75+3,75+3,80+3,80+3,80+3,80+3,80+3,82+3,82+3,82+3,81+3,81+3,81+3,81+3,81+3,72+3,72+3,72+3,72+3,72+3,68+3,63+3,63+3,63+3,68+3
192227,64+3,64+3,64+3,61+3,62+3,62+3,62+3,61+3,63+3,63+3,63+3,62+3,67+3,67+3,67+3,62+3,72+3,76+3,76+3,76+3,72+3,74+3,80+3,80+3,80+3,74+3
191180,75+3,75+3,75+3,80+3,80+3,80+3,80+3,80+3,82+3,82+3,82+3,79+3,80+3,80+3,80+3,79+3,69+3,70+3,70+3,70+3,69+3,66+3,61+3,61+3,61+3,66+3
189505,75+3,75+3,75+3,80+3,80+3,80+3,80+3,80+3,80+3,80+3,80+3,79+3,74+3,74+3,74+3,79+3,63+3,61+3,61+3,61+3,63+3,59+3,50+3,50+3,50+3,59+3
189125,77+3,77+3,77+3,80+3,80+3,80+3,80+3,80+3,81+3,81+3,81+3,80+3,81+3,81+3,81+3,80+3,78+3,77+3,77+3,77+3,78+3,76+3,72+3,72+3,72+3,76+3
189117,,,,,,,,,,,,,,,,,,,,,,,,,,
