id,name,original_name,overview,first_air_date,origin_country,original_language,vote_average,vote_count,popularity,genre_ids
69478,The Handmaid's Tale,The Handmaid's Tale,"Set in a dystopian future, a woman is forced to live as a concubine under a fundamentalist theocratic dictatorship. A TV adaptation of Margaret Atwood's novel.",2017-04-26,['US'],en,7.9,574,38.067,"[18, 10765]"
40758,Großstadtrevier,Großstadtrevier,Follow the everyday work of a fictional police station on the Kiez of Hamburg.,1986-12-16,['DE'],de,8.0,1,10.452,"[18, 80]"
66017,Resurrection: Ertugrul,Diriliş: Ertuğrul,Ertuğrul Bey and the Knights Templar in the 13th century Alba and step and step with the struggle against brutal Mongols depicts the process of establishing the Ottoman principality.,2014-12-11,['TR'],tr,6.8,37,33.034,"[18, 10759, 10768]"
4616,Xena: Warrior Princess,Xena: Warrior Princess,"Xena is an infamous warrior on a quest to seek redemption for her past sins against the innocent. Accompanied her comrade-in-arms Gabrielle, the campy couple use their formidable fighting skills to help those who are unable to defend themselves.",1995-09-04,['US'],en,6.7,287,28.118,"[18, 10759]"
46786,Bates Motel,Bates Motel,"A ""contemporary prequel"" to the 1960 film Psycho, depicting the life of Norman Bates and his mother Norma prior to the events portrayed in Hitchcock's film, albeit in a different fictional town and in a modern setting. The series begins after the death of Norma's husband, when she purchases a motel located in a coastal Oregon town so she and Norman can start a new life.",2013-03-18,['US'],en,7.7,463,18.334,"[80, 18, 9648]"
4239,Married... with Children,Married... with Children,"Al Bundy is an unsuccessful middle aged shoe salesman with a miserable life and an equally dysfunctional family. He hates his job, his wife is lazy, his son is dysfunctional (especially with women), and his daughter is dim-witted and promiscuous.",1987-04-05,['US'],en,7.6,413,26.397,[35]
32726,Bob's Burgers,Bob's Burgers,"Bob's Burgers follows a third-generation restaurateur, Bob, as he runs Bob's Burgers with the help of his wife and their three kids. Bob and his quirky family have big ideas about burgers, but fall short on service and sophistication. Despite the greasy counters, lousy location and a dearth of customers, Bob and his family are determined to make Bob's Burgers ""grand re-re-re-opening"" a success.",2011-01-09,['US'],en,7.9,316,31.847,"[16, 35]"
37678,The Voice,The Voice,"The strongest vocalists from across the United states compete in a blockbusters vocal competition, the winner becomes “The Voice.” The show's innovative format features four stages of competition: the blind auditions, the battle rounds, the knockouts and, finally, the live performance shows.",2011-04-26,"['US', 'NL']",en,5.2,94,15.41,[10764]
578,Numb3rs,Numb3rs,"Inspired by actual cases and experiences, Numb3rs depicts the confluence of police work and mathematics in solving crime as an FBI agent recruits his mathematical genius brother to help solve a wide range of challenging crimes in Los Angeles from a very different perspective.",2006-03-05,['US'],en,6.9,179,20.265,"[80, 18, 9648]"
67575,Moomin,楽しいムーミン一家,"In the remote and mysterious Moomin Valley live the Moomin trolls, gentle and peaceful creatures. Young Moomin and his family experience many strange adventures, both magical and mundane. Based on the children's stories by Tove Jansson.",1990-04-12,"['FI', 'JP']",ja,7.6,17,22.936,"[16, 35, 10751, 10762]"
2122,King of the Hill,King of the Hill,"Set in Texas, this animated series follows the life of propane salesman Hank Hill, who lives with his overly confident substitute Spanish teacher wife Peggy, wannabe comedian son Bobby, and naive niece Luanne. Hank has conservative views about God, family, and country, but his values and ethics are often challenged by the situations he, his family, and his beer-drinking neighbors/buddies find themselves in.",1997-01-12,['US'],en,7.2,226,24.174,"[16, 35, 18]"
2303,Hawaii Five-O,Hawaii Five-O,"Hawaii Five-O is an American police procedural drama series produced by CBS Productions and Leonard Freeman. Set in Hawaii, the show originally aired for 12 seasons from 1968 to 1980, and continues in reruns. Jack Lord portrayed Detective Lieutenant Steve McGarrett, the head of a special state police task force which was based on an actual unit that existed under martial law in the 1940s. The theme music composed by Morton Stevens became especially popular. Many episodes would end with McGarrett instructing his subordinate to ""Book 'em, Danno!"", sometimes specifying a charge such as ""murder one"".",1968-09-20,['US'],en,7.2,44,16.939,"[18, 10759]"
82516,Unauthorized Living,Vivir sin Permiso,"When a Galician shipper and drug lord hiding his Alzheimer's disease plans to retire, his second-in-command plots to steal the empire from the heir.",2018-09-24,['ES'],es,7.9,8,26.559,"[80, 18]"
62852,Billions,Billions,"A complex drama about power politics in the world of New York high finance. 

Shrewd, savvy U.S. Attorney Chuck Rhoades and the brilliant, ambitious hedge fund king Bobby ""Axe"" Axelrod are on an explosive collision course, with each using all of his considerable smarts, power and influence to outmaneuver the other. The stakes are in the billions in this timely, provocative series.",2016-01-17,['US'],en,7.7,326,24.683,[18]
31654,Digimon Adventure,デジモンアドベンチャー,"While at summer camp, seven kids are transported to a strange digital world. In this new world they make friends with creatures that call themselves Digimon who were born to defend their world from various evil forces.",1999-03-07,['JP'],ja,7.1,85,18.512,[16]
75006,The Umbrella Academy,The Umbrella Academy,"A dysfunctional family of superheroes comes together to solve the mystery of their father's death, the threat of the apocalypse and more.",2019-02-15,['US'],en,7.8,278,23.383,"[10759, 10765]"
74577,The End of the F***ing World,The End of the F***ing World,"James is 17 and is pretty sure he is a psychopath. Alyssa, also 17, is the cool and moody new girl at school. The pair make a connection and she persuades him to embark on a darkly comedic road trip in search of her real father.",2017-10-24,['GB'],en,8.0,424,25.483,"[35, 80, 18]"
32573,Strike Back,Strike Back,"The series follows John Porter, a former British Special Forces soldier, who is drafted back into service by Section 20, a fictional branch of the Secret Intelligence Service.",2010-05-05,['GB'],en,7.3,160,23.022,"[28, 12, 18]"
61692,Fresh Off the Boat,Fresh Off the Boat,"A '90s-set single-camera comedy about a hip-hop-loving Asian kid growing up in suburban Orlando, being raised by an immigrant father obsessed with all things American and an immigrant mother often bewildered by white culture.",2015-02-04,['US'],en,6.9,110,21.315,[35]
69581,The Worst Witch,The Worst Witch,Mildred Hubble becomes a student at Cackle's Academy.,2017-01-11,['GB'],en,8.3,10,26.211,"[9648, 10751, 10762, 10765]"
1930,The Beverly Hillbillies,The Beverly Hillbillies,"The Beverly Hillbillies is an American situation comedy originally broadcast for nine seasons on CBS from 1962 to 1971, starring Buddy Ebsen, Irene Ryan, Donna Douglas, and Max Baer, Jr.

The series is about a poor backwoods family transplanted to Beverly Hills, California, after striking oil on their land. A Filmways production created by writer Paul Henning, it is the first in a genre of ""fish out of water"" themed television shows, and was followed by other Henning-inspired country-cousin series on CBS. In 1963, Henning introduced Petticoat Junction, and in 1965 he reversed the rags to riches model for Green Acres. The show paved the way for later culture-conflict programs such as The Jeffersons, McCloud, The Nanny, The Fresh Prince of Bel-Air, and Doc. Panned by many entertainment critics of its time, it quickly became a huge ratings success for most of its nine-year run on CBS.

The Beverly Hillbillies ranked among the top twenty most watched programs on television for eight of its nine seasons, twice ranking as the number one series of the year, with a number of episodes that remain among the most watched television episodes of all time.

The ongoing popularity of the series spawned a 1993 film remake by 20th Century Fox.",1962-09-26,['US'],en,6.9,48,15.315,[35]
4582,Ironside,Ironside,"Ironside is a Universal television series that ran on NBC from September 14, 1967 to January 16, 1975. The show starred Raymond Burr as a paraplegic Chief of Detectives, Robert T. Ironside. The character debuted on March 28, 1967 in a TV movie. When broadcast in the United Kingdom the show was initially titled A Man Called Ironside. The show earned Burr six Emmy and two Golden Globe nominations.

A new television series having the same name, Ironside is currently under development and is scheduled to debut on October 2, 2013.",1967-03-28,['US'],en,7.4,31,17.231,[18]
6467,Chicago Hope,Chicago Hope,"Chicago Hope is an American medical drama television series, created by David E. Kelley. It ran on CBS from September 18, 1994, to May 4, 2000. The series is set in a fictional private charity hospital in Chicago, Illinois. The show is set to return in the fall of 2013 on TVGN in reruns.",1994-09-18,['US'],en,7.8,26,15.187,"[10766, 18]"
30980,A Certain Magical Index,とある魔術の禁書目録,"Kamijo is a student in Academy City, where people use science to develop supernatural abilities. The guy’s got a lot of heart – luckily for a young nun named Index. She’s on the run from a sorcery society that covets the astonishing 103,000 volumes of magical knowledge stored in her memory. When Index stumbles into Kamijo’s life, she find a faithful friend and protector, and while Kamijo’s easily the weakest kid in Academy City, he’s got something else going for him: the Imagine Breaker, an unexplainable power stored in his right hand that negates the powers of others. With scientists and sorcerers attacking from all sides, the Imagine Breaker will definitely come in handy – but it’s Kamijo’s loyalty to Index that will be his greatest weapon in the fight to keep her safe.",2008-10-04,['JP'],ja,7.1,20,23.008,"[16, 35, 18, 10759, 10765]"
18014,Tosh.0,Tosh.0,"A weekly topical series hosted by comedian Daniel Tosh that delves into all aspects of the Internet, from the ingenious to the absurd to the medically inadvisable.",2009-06-04,['US'],en,5.8,53,25.347,[35]
47665,Black Sails,Black Sails,"The pirate adventures of Captain Flint and his men twenty years prior to Robert Louis Stevenson’s classic “Treasure Island.” Flint, the most brilliant and most feared pirate captain of his day, takes on a fast-talking young addition to his crew who goes by the name John Silver. Threatened with extinction on all sides, they fight for the survival of New Providence Island, the most notorious criminal haven of its day – a debauched paradise teeming with pirates, prostitutes, thieves and fortune seekers, a place defined by both its enlightened ideals and its stunning brutality.",2014-01-25,['US'],en,7.4,501,23.05,"[12, 18]"
46441,Tyler Perry's The Haves and the Have Nots,Tyler Perry's The Haves and the Have Nots,"Follow the complicated dynamic between the rich and powerful Cryer family and the hired help who work in their opulent Savannah, Georgia, mansion.",2013-05-28,['US'],en,7.5,88,12.787,"[18, 10766]"
4238,The King of Queens,The King of Queens,"Three's definitely a crowd for parcel post deliveryman Doug Heffernan, whose newly widowed father-in-law, Arthur has moved in with him and his wife Carrie. Doug's no longer the king of his domain -- the renovated basement that houses his beloved supersized TV set -- let alone the king of Queens, where he lives.",1998-09-21,['US'],en,6.8,281,25.809,[35]
4583,Derrick,Derrick,"Derrick was a German TV series produced by Telenova Film und Fernsehproduktion in association with ZDF, ORF and SRG between 1974 and 1998 about Detective Chief Inspector Stephan Derrick and his loyal assistant Inspector Harry Klein, who solve murder cases in Munich and surroundings.",1974-10-20,['DE'],de,5.1,8,16.411,"[80, 18]"
790,Agatha Christie's Poirot,Agatha Christie's Poirot,"From England to Egypt, accompanied by his elegant and trustworthy sidekicks, the intelligent yet eccentrically-refined Belgian detective Hercule Poirot pits his wits against a collection of first class deceptions.",1989-01-08,['GB'],en,8.0,169,29.307,"[80, 18, 9648]"
61662,Schitt's Creek,Schitt's Creek,"Formerly filthy rich video store magnate Johnny Rose, his soap star wife Moira, and their two kids, über-hipster son David and socialite daughter Alexis, suddenly find themselves broke and forced to live in Schitt's Creek, a small depressing town they once bought as a joke.",2015-01-13,['CA'],en,7.1,88,21.842,[35]
83981,The War of the Worlds,The War of the Worlds,"In Edwardian England, George and his partner Amy attempt to defy society and start a life together as they face the escalating terror of an alien invasion, fighting for their lives against an enemy beyond their comprehension.",2019-11-17,['GB'],en,6.0,24,25.752,"[18, 10765]"
72750,Killing Eve,Killing Eve,"A security consultant hunts for a ruthless assassin. Equally obsessed with each other, they go head to head in an epic game of cat-and-mouse.",2018-04-08,['US'],en,8.0,193,23.153,"[80, 18]"
96198,The Dead Lands,The Dead Lands,"Waka, a murdered Māori warrior returned from the Afterlife, and Mehe, a determined young woman, embark on a quest to find who ""broke the world"" and how to close the breach between the living and the dead.",2020-01-23,[],en,7.8,8,19.447,[10759]
34899,Magnificent Century,Muhteşem Yüzyıl,"Muhteşem Yüzyıl is a prime time historical Turkish television series. It was originally broadcast on Show TV and then transferred to Star TV. It is based on the life of Suleiman the Magnificent, the longest reigning Sultan of the Ottoman Empire, and his wife Hürrem Sultan, a slave girl who became a Sultan.",2011-01-06,['TR'],tr,6.2,26,13.313,"[18, 10759]"
11890,"Goede Tijden, Slechte Tijden","Goede Tijden, Slechte Tijden","Goede tijden, slechte tijden, also known as GTST, is the longest-running Dutch soap opera, which began on 1 October 1990 on RTL4. The programme was the first daily soap in the Netherlands. The soap is produced by Joop van den Ende and to date over 4,000 episodes have been broadcast. It was inspired by the Australian soap The Restless Years, although it started following its own course during the third season. GTST is broadcast Monday to Friday at 20:00. Around 1.5 million viewers watch each episode. It is the highest rated soap opera in the Netherlands.

The soap mainly revolves around the lives of the families Alberts, Sanders, De Jong, Van Houten and Bouwhuis. It all takes place in the fictional town of Meerdijk. Like any other soap, marriage, divorce, kidnapping and business are a few of the ingredients of GTST, although in recent years, GTST has become known for writing and producing more controversial storylines. GTST is also known for having a summer break each year, ending a season sometime in June with a cliffhanger, only to resume three months later in September. Although the early cliffhangers often revolved around family drama, later cliffhangers have often revolved around disasters and unexpected twists.",1990-10-01,['NL'],nl,4.3,5,5.995,[]
4229,Dexter's Laboratory,Dexter's Laboratory,"Dexter's Laboratory is an American comic science fiction animated children's television series created by Genndy Tartakovsky for Cartoon Network. The series follows Dexter, a boy-genius with a secret laboratory filled with his collection of inventions. He constantly battles his sister Dee Dee, who always gains access despite his best efforts to keep her out, as well as his arch-rival and neighbor, Mandark. The series' first two seasons contain additional segments: Dial M for Monkey, which focuses on Dexter's pet lab monkey-turned-superhero, and The Justice Friends, about a trio of superheroes who share an apartment.

Tartakovsky first pitched the series to Hanna-Barbera's animated shorts showcase World Premiere Toons, basing it on student films he produced while attending the California Institute of the Arts. Four shorts were created and broadcast on Cartoon Network in 1995 and 1996 before viewer approval ratings convinced the network to order a 13-episode first season, which premiered on April 28, 1996. By 1999, 52 episodes and a television movie had been produced, and Tartakovsky then left the series to begin work on his other projects, Samurai Jack and Star Wars: Clone Wars. In 2001, the network revived the series under a different production team at Cartoon Network Studios, and after 26 more episodes, the series ended on November 20, 2003.",1996-04-28,['US'],en,7.5,217,27.322,"[16, 35, 10751, 10765]"
33765,My Little Pony: Friendship Is Magic,My Little Pony: Friendship Is Magic,"""Get your muzzle out of those books and make some friends!"" That's what Princess Celestia tells Twilight Sparkle. She may be the smartest unicorn in Equestria, but Twilight Sparkle gets an ""incomplete"" in friendship. There's more to life than learning magic, after all -- so she goes to Ponyville on a mission to make friends. There she meets five special ponies who take her on exciting adventures and teach her the most powerful magic of all ... the magic of friendship!",2010-10-10,"['CA', 'US']",en,6.8,106,22.282,"[16, 35, 10751, 10762, 10765]"
3531,The Celebrity Apprentice,The Celebrity Apprentice,"The ultimate sixteen-week job interview where eighteen Americans compete in a series of rigorous business tasks, many of which include prominent Fortune 500 companies and require street smarts and intelligence to conquer, in order to show the boss that they are the best candidate for his companies. In each episode, the losing team is sent to the boardroom where they are judged on their performance in the task. One person is fired and sent home.",2004-01-08,['US'],en,4.3,28,16.633,[10764]
11577,The Big Valley,The Big Valley,"The Big Valley is an American western television series which ran on ABC from September 15, 1965, to May 19, 1969. The show stars Barbara Stanwyck, as the widow of a wealthy nineteenth century California rancher. It was created by A.I. Bezzerides and Louis F. Edelman, and produced by Levy-Gardner-Laven for Four Star Television.",1965-09-15,['US'],en,5.2,21,15.873,[37]
62715,Dragon Ball Super,ドラゴンボール超（スーパー）,"With Majin Boo defeated half-a-year prior, peace returns to Earth, where Son Goku (now a radish farmer) and his friends now live peaceful lives. However, a new threat appears in the form of Beerus, the God of Destruction. Considered the most terrifying being in the entire universe, Beerus is eager to fight the legendary warrior seen in a prophecy foretold decades ago known as the Super Saiyan God. The series retells the events from the two Dragon Ball Z films, Battle of Gods and Resurrection 'F' before proceeding to an original story about the exploration of alternate universes.",2015-07-05,['JP'],ja,7.1,304,29.913,"[16, 35, 9648, 10759]"
29082,De Wereld Draait Door,De Wereld Draait Door,"Talkshow hosted by Matthijs van Nieuwkerk containing a mixture of news, information, television bloopers and general entertainment.",2005-10-10,['NL'],nl,5.3,3,3.316,[10767]
1621,Boardwalk Empire,Boardwalk Empire,"Atlantic City at the dawn of Prohibition is a place where the rules don't apply. And the man who runs things -- legally and otherwise -- is the town's treasurer, Enoch ""Nucky"" Thompson, who is equal parts politician and gangster.",2010-09-19,['US'],en,7.9,438,15.918,"[18, 80]"
2458,CSI: NY,CSI: NY,"CSI: NY is an American police procedural television series that ran on CBS from September 22, 2004 to February 22, 2013 for a total of nine seasons and 197 original episodes. The show follows the investigations of a team of NYPD forensic scientists and police officers identified as ""Crime Scene Investigators"".",2004-09-22,['US'],en,7.0,229,22.0,"[80, 18, 9648]"
2317,My Name Is Earl,My Name Is Earl,"When petty criminal Earl Hickey wins the lottery, he sets off on a quest to repair his questionable karma.",2005-09-20,['US'],en,7.4,321,25.376,[35]
160,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,"Distinctly different from the grim, violent, and dark MIRAGE comics from which the Turtles originated, this version of the franchise has remained the longest running, and most memorable, version of all. Four turtles fall into the sewers and are befriended by Hamato Yoshi a Japanese man sent to New York who was forced to live in the sewers. One day he sees a strange green glow which transforms the four turtles into human-like creatures. Hamato (now Master Splinter) changes into a giant rat from the green glow and teaches the turtles the skills of the ninja as they team up with Channel 6 news reporter April O'Neil to battle against Yoshi's arch enemy Shredder and Krang, an alien warlord from Dimension X.",1987-09-10,"['JP', 'US']",en,7.5,182,26.347,"[16, 35, 10759, 10762]"
47450,Into the Badlands,Into the Badlands,"In a land controlled by feudal barons, a great warrior and a young boy embark on a journey across a dangerous land to find enlightenment. 

A genre-bending martial arts series very loosely based on the classic Chinese tale Journey to the West.",2015-11-15,['US'],en,7.5,269,22.325,[10759]
89671,Afili Aşk,Afili Aşk,"The story of a Ayse, who due to slanderous accusations is forced to marry Kerem, a well-known rich and handsome playboy.",2019-06-12,['TR'],tr,9.5,1,22.14,[35]
1908,Miami Vice,Miami Vice,"The story of the Miami Police Department's vice squad and its efforts to end drug trafficking and prostitution, centered on the unlikely partnership of Sonny Crockett and Ricardo Tubbs - who first meet when Tubbs is undercover in a drug cartel.",1984-09-16,['US'],en,7.3,136,26.204,"[80, 18]"
1940,Entourage,Entourage,Film star Vince Chase navigates the vapid terrain of Los Angeles with a close circle of friends and his trusty agent.,2004-07-18,['US'],en,7.4,241,22.403,"[35, 18]"
69630,The Bold Type,The Bold Type,"A glimpse into the outrageous lives of Jane, Kat and Sutton, who are working at the nation's top women's magazine, Scarlet, while navigating their careers, identities and individual voices.",2017-06-20,['US'],en,7.3,52,17.327,"[35, 18]"
67178,Marvel's The Punisher,Marvel's The Punisher,A former Marine out to punish the criminals responsible for his family's murder finds himself ensnared in a military conspiracy.,2017-11-17,['US'],en,8.0,590,19.281,"[80, 18, 10759]"
106,The Andy Griffith Show,The Andy Griffith Show,"The Andy Griffith Show is an American sitcom first televised on CBS between October 3, 1960 and April 1, 1968. Andy Griffith portrays the widowed sheriff of the fictional small community of Mayberry, North Carolina. His life is complicated by an inept, but well-meaning deputy, Barney Fife, a spinster aunt and housekeeper, Aunt Bee, and a precocious young son, Opie. Local ne'er-do-wells, bumbling pals, and temperamental girlfriends further complicate his life. Andy Griffith stated in a Today Show interview, with respect to the time period of the show: ""Well, though we never said it, and though it was shot in the '60s, it had a feeling of the '30s. It was when we were doing it, of a time gone by.""

The series never placed lower than seventh in the Nielsen ratings and ended its final season at number one. It has been ranked by TV Guide as the 9th-best show in American television history. Though neither Griffith nor the show won awards during its eight-season run, series co-stars Knotts and Bavier accumulated a combined total of six Emmy Awards. The show, a semi-spin-off from an episode of The Danny Thomas Show titled ""Danny Meets Andy Griffith"", spawned its own spin-off series, Gomer Pyle, U.S.M.C., a sequel series, Mayberry R.F.D., and a reunion telemovie, Return to Mayberry. The show's enduring popularity has generated a good deal of show-related merchandise. Reruns currently air on TV Land, and the complete series is available on DVD. All eight seasons are also now available by streaming video services such as Netflix.",1960-10-03,['US'],en,7.5,65,13.775,[35]
31351,Tout le monde en parle,Tout le monde en parle,"Host Guy A. Lepage brings together six to eight personalities from different milieus—sports, politics, stage productions and more—that are the subject of everyone’s conversations and/or are important figures in recent events. Participants are invited to speak freely, voicing their opinions on headline news or on a subject that is near and dear to them. ",2004-09-12,['CA'],fr,3.9,5,9.368,[10767]
314,Star Trek: Enterprise,Star Trek: Enterprise,"During the mid-22nd century, a century before Captain Kirk's five-year mission, Jonathan Archer captains the United Earth ship Enterprise during the early years of Starfleet, leading up to the Earth-Romulan War and the formation of the Federation.",2001-09-26,['US'],en,7.5,329,24.382,"[18, 10759, 10765]"
33238,Running Man,런닝맨,"A landmark representing Korea, how much do you know?  Korea's representative landmark to let the running man know directly!  The best performers of Korea gathered there! Solve the missions in various places and get out of there until the next morning through game!  Through constant confrontation and urgent confrontation, we will reveal the hidden behind-the-scenes of Korean landmarks!",2010-07-11,['KR'],ko,8.3,37,30.877,"[35, 10764]"
63070,Zimmer frei!,Zimmer frei!,,1996-07-09,['DE'],de,0.0,0,3.084,[10767]
4349,Melrose Place,Melrose Place,"Melrose Place is an American primetime soap opera that aired on Fox from July 8, 1992, to May 24, 1999 for seven seasons. It follows the lives of a group of young adults living in a brownstone apartment complex on Melrose Place, in Los Angeles, California. The show was created by Darren Star for Fox and executive produced by Aaron Spelling for his company, Spelling Television. It is the second series in the Beverly Hills, 90210 franchise. Season one and season two were broadcast on Wednesday at 9pm, after Beverly Hills, 90210. In 1994, for its third season premiere, the show moved to Monday at 8pm.

The show had many cast changes during the run. Thomas Calabro was the only original cast member to remain on the series throughout its entire run.

The show earned several Golden Globe nominations and placed #51 on Entertainment Weekly's ""New TV Classics"" list.",1992-07-08,['US'],en,5.2,48,13.78,"[18, 10766]"
